Employee Number,Attrition,AgeBand,Age,Department,Education,Education Field,Gender,JobRole,MaritalStatus,BusinessTravel,OverTime,TrainingTimesLastYear,DailyRate,DistanceFromHome,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
1740,No,35 - 44,40,Sales,Master's Degree,Medical,Male,Manager,Single,Travel_Rarely,No,3,611,7,2,88,3,5,2,19833,4349,1,14,3,2,0,21,2,21,8,12,8
1924,No,25 - 34,33,Sales,Master's Degree,Marketing,Male,Sales Executive,Single,Travel_Rarely,No,2,217,10,2,43,3,2,3,5487,10410,1,14,3,2,0,10,2,10,4,0,9
1650,No,25 - 34,29,Sales,Bachelor's Degree,Medical,Male,Sales Executive,Single,Travel_Rarely,No,2,469,10,3,42,2,2,3,5869,23413,9,11,3,3,0,8,3,5,2,1,4
1836,No,25 - 34,26,Sales,Bachelor's Degree,Medical,Male,Sales Executive,Single,Travel_Rarely,No,4,572,10,3,46,3,2,4,4684,9125,1,13,3,1,0,5,3,5,3,1,2
1478,No,25 - 34,34,Sales,Bachelor's Degree,Other,Male,Sales Executive,Single,Travel_Rarely,No,2,1326,3,4,81,1,2,1,4759,15891,3,18,3,4,0,15,3,13,9,3,12
1680,No,Under 25,20,Sales,High School,Life Sciences,Male,Sales Representative,Single,Travel_Rarely,No,3,727,9,4,54,3,1,1,2728,21082,1,11,3,1,0,2,3,2,2,0,2
1469,No,25 - 34,28,Sales,Bachelor's Degree,Medical,Male,Sales Executive,Single,Travel_Rarely,No,4,866,5,4,84,3,2,1,8463,23490,0,18,3,4,0,6,3,5,4,1,3
1708,No,35 - 44,41,Sales,Bachelor's Degree,Marketing,Male,Sales Executive,Single,Travel_Rarely,No,3,918,6,4,35,3,3,3,9241,15869,1,12,3,2,0,10,3,10,8,8,7
1965,No,25 - 34,27,Sales,Bachelor's Degree,Marketing,Male,Sales Executive,Single,Travel_Rarely,No,5,954,9,4,44,3,2,4,4105,5099,1,14,3,1,0,7,3,7,7,0,7
1602,No,45 - 54,46,Sales,Master's Degree,Life Sciences,Male,Manager,Single,Travel_Rarely,No,5,563,1,4,56,4,4,1,17567,3156,1,15,3,2,0,27,1,26,0,0,12
1605,No,Under 25,22,R&D,Associates Degree,Other,Female,Research Scientist,Married,Non-Travel,Yes,2,457,26,2,85,2,1,3,2814,10293,1,14,3,2,0,4,2,4,2,1,3
1937,No,35 - 44,38,R&D,Bachelor's Degree,Medical,Female,Research Scientist,Divorced,Travel_Frequently,Yes,3,1394,8,4,58,2,2,2,2133,18115,1,16,3,3,1,20,3,20,11,0,7
1646,No,Under 25,24,R&D,High School,Technical Degree,Female,Research Scientist,Single,Travel_Frequently,Yes,2,567,2,1,32,3,1,4,3760,17218,1,13,3,3,0,6,3,6,3,1,3
1850,No,25 - 34,27,R&D,Associates Degree,Life Sciences,Female,Laboratory Technician,Single,Travel_Frequently,Yes,3,1297,5,4,53,3,1,4,2379,19826,0,14,3,3,0,6,2,5,4,0,2
1683,No,35 - 44,44,HR,Bachelor's Degree,Life Sciences,Female,Human Resources,Divorced,Travel_Rarely,Yes,2,528,1,3,44,3,1,4,3195,4167,4,18,3,1,3,8,3,2,2,2,2
2040,No,35 - 44,35,HR,Master's Degree,Life Sciences,Female,Human Resources,Single,Travel_Rarely,Yes,2,1146,26,3,31,3,3,4,8837,16642,1,16,3,3,0,9,3,9,0,1,7
1608,No,35 - 44,44,R&D,Bachelor's Degree,Medical,Female,Research Director,Divorced,Travel_Rarely,Yes,4,1313,7,2,31,3,5,4,19049,3549,0,14,3,4,1,23,2,22,7,1,10
1827,No,45 - 54,47,R&D,Bachelor's Degree,Life Sciences,Female,Manufacturing Director,Divorced,Travel_Rarely,Yes,4,1001,4,3,92,2,3,2,10333,19271,8,12,3,3,1,28,3,22,11,14,10
1674,No,45 - 54,49,R&D,Bachelor's Degree,Medical,Female,Laboratory Technician,Divorced,Travel_Rarely,Yes,2,464,16,4,74,3,1,1,2587,24941,4,16,3,2,1,17,2,2,2,2,2
1974,No,25 - 34,31,R&D,High School,Medical,Female,Laboratory Technician,Divorced,Travel_Rarely,Yes,4,1276,2,4,59,1,1,4,1129,17536,1,11,3,3,3,1,3,1,0,0,0
1886,No,35 - 44,35,R&D,Associates Degree,Other,Female,Manufacturing Director,Married,Travel_Rarely,Yes,2,219,16,4,44,2,2,2,4788,25388,0,11,3,4,0,4,3,3,2,0,2
1893,No,25 - 34,26,R&D,Associates Degree,Life Sciences,Female,Research Scientist,Married,Travel_Rarely,Yes,3,482,1,2,90,2,1,3,2933,14908,1,13,3,3,1,1,2,1,0,1,0
1724,No,35 - 44,40,R&D,Associates Degree,Life Sciences,Female,Manufacturing Director,Married,Travel_Rarely,Yes,3,369,8,2,92,3,2,1,6516,5041,2,16,3,2,1,18,3,1,0,0,0
2009,No,25 - 34,33,R&D,Associates Degree,Medical,Female,Healthcare Representative,Married,Travel_Rarely,Yes,6,501,15,2,95,3,2,4,4878,21653,0,13,3,1,1,10,3,9,7,8,1
1661,No,45 - 54,49,R&D,High School,Life Sciences,Female,Healthcare Representative,Married,Travel_Rarely,Yes,3,465,6,3,41,2,4,3,13966,11652,2,19,3,2,1,30,3,15,11,2,12
1703,No,35 - 44,44,R&D,Bachelor's Degree,Life Sciences,Female,Healthcare Representative,Married,Travel_Rarely,Yes,2,921,2,3,96,4,3,4,7879,14810,1,19,3,2,1,9,3,8,7,6,7
1638,No,35 - 44,38,R&D,Associates Degree,Medical,Female,Manufacturing Director,Married,Travel_Rarely,Yes,6,397,2,4,54,2,3,3,7756,14199,3,19,3,4,1,10,4,5,4,0,2
1614,No,35 - 44,36,R&D,Master's Degree,Life Sciences,Female,Manufacturing Director,Married,Travel_Rarely,Yes,2,559,12,3,76,3,2,3,4663,12421,9,12,3,2,2,7,3,3,2,1,1
1587,No,35 - 44,35,R&D,Master's Degree,Medical,Female,Healthcare Representative,Single,Travel_Rarely,Yes,4,670,10,1,51,3,2,3,6142,4223,3,16,3,3,0,10,3,5,2,0,4
1611,No,45 - 54,45,R&D,Doctoral Degree,Medical,Female,Laboratory Technician,Single,Travel_Rarely,Yes,3,1015,5,3,50,1,2,1,5769,23447,1,14,3,1,0,10,3,10,7,1,4
1980,No,45 - 54,54,R&D,Bachelor's Degree,Medical,Female,Manufacturing Director,Single,Travel_Rarely,Yes,3,157,10,3,77,3,2,1,4440,25198,6,19,3,4,0,9,3,5,2,1,4
1641,No,35 - 44,40,R&D,Bachelor's Degree,Life Sciences,Female,Manufacturing Director,Single,Travel_Rarely,Yes,2,448,16,3,84,3,3,4,7945,19948,6,15,3,4,0,18,2,4,2,3,3
1815,No,35 - 44,41,Sales,High School,Marketing,Female,Sales Executive,Divorced,Travel_Rarely,Yes,3,796,4,3,81,3,3,3,10447,26458,0,13,3,4,1,23,4,22,14,13,5
1912,No,25 - 34,31,Sales,Associates Degree,Medical,Female,Sales Executive,Divorced,Travel_Rarely,Yes,2,1079,10,3,86,3,2,4,6583,20115,2,11,3,4,1,8,3,5,2,1,4
1962,No,35 - 44,35,Sales,Master's Degree,Life Sciences,Female,Sales Executive,Married,Travel_Rarely,Yes,2,1224,7,3,55,3,2,4,5204,13586,1,11,3,4,0,10,3,10,8,0,9
1915,No,25 - 34,34,Sales,High School,Medical,Female,Sales Executive,Married,Travel_Rarely,Yes,3,735,3,4,75,2,2,4,8103,16495,3,12,3,3,0,9,2,4,2,0,1
1880,No,35 - 44,36,Sales,Master's Degree,Technical Degree,Female,Sales Executive,Married,Travel_Rarely,Yes,4,1266,10,2,63,2,2,3,5673,6060,1,13,3,1,1,10,3,10,9,1,7
1503,No,45 - 54,47,Sales,Bachelor's Degree,Medical,Female,Sales Executive,Married,Travel_Rarely,Yes,4,571,14,3,78,3,2,3,4591,24200,3,17,3,3,1,11,2,5,4,1,2
1938,No,Over 55,58,Sales,Bachelor's Degree,Life Sciences,Female,Manager,Married,Travel_Rarely,Yes,2,605,21,4,72,3,4,4,17875,11761,4,13,3,3,1,29,2,1,0,0,0
1445,No,Under 25,24,Sales,High School,Medical,Female,Sales Executive,Married,Travel_Rarely,Yes,3,1476,4,4,42,3,2,3,4162,15211,1,12,3,3,2,5,3,5,4,0,3
1425,No,35 - 44,36,Sales,Master's Degree,Marketing,Female,Sales Executive,Single,Travel_Rarely,Yes,3,1174,3,1,99,3,2,2,9278,20763,3,16,3,4,0,15,3,5,4,0,1
1552,No,35 - 44,40,R&D,Associates Degree,Life Sciences,Male,Healthcare Representative,Divorced,Non-Travel,Yes,2,1142,8,4,72,3,2,4,4069,8841,3,18,3,3,0,8,3,2,2,2,2
1948,No,25 - 34,31,R&D,Associates Degree,Medical,Male,Research Scientist,Divorced,Non-Travel,Yes,3,976,3,3,48,3,1,1,3065,3995,1,13,3,4,1,4,4,4,2,2,3
1737,No,35 - 44,39,R&D,Bachelor's Degree,Life Sciences,Male,Laboratory Technician,Married,Non-Travel,Yes,2,792,1,4,77,3,2,4,6472,8989,1,15,3,4,1,9,3,9,8,5,8
1774,No,25 - 34,34,Sales,Bachelor's Degree,Life Sciences,Male,Sales Executive,Divorced,Non-Travel,Yes,3,1375,10,4,87,3,2,3,4001,12313,1,14,3,3,1,15,3,15,14,0,7
1642,No,35 - 44,44,HR,Doctoral Degree,Human Resources,Male,Human Resources,Married,Travel_Frequently,Yes,3,602,1,1,37,3,2,4,5743,10503,4,11,3,3,0,14,3,10,7,0,2
1972,No,35 - 44,38,HR,Master's Degree,Other,Male,Human Resources,Married,Travel_Frequently,Yes,2,1444,1,4,88,3,1,2,2991,5224,0,11,3,2,1,7,3,6,2,1,2
1837,No,Over 55,58,R&D,Master's Degree,Life Sciences,Male,Research Director,Married,Travel_Frequently,Yes,3,1216,15,1,87,3,4,3,15787,21624,2,14,3,2,0,23,3,2,2,2,2
1932,No,25 - 34,34,R&D,Master's Degree,Other,Male,Research Scientist,Married,Travel_Frequently,Yes,3,735,22,3,86,2,2,4,5747,26496,1,15,3,2,0,16,3,15,10,6,11
1594,No,35 - 44,36,R&D,Master's Degree,Life Sciences,Male,Laboratory Technician,Married,Travel_Frequently,Yes,3,1302,6,1,80,4,2,1,5562,19711,3,13,3,4,1,9,3,3,2,0,2
1606,No,45 - 54,50,R&D,Doctoral Degree,Medical,Male,Healthcare Representative,Married,Travel_Frequently,Yes,3,1234,20,2,41,3,4,3,11245,20689,2,15,3,3,1,32,3,30,8,12,13
1547,No,35 - 44,42,R&D,Bachelor's Degree,Life Sciences,Male,Healthcare Representative,Married,Travel_Frequently,Yes,3,288,2,4,40,3,3,4,10124,18611,2,14,3,3,1,24,1,20,8,13,9
2049,No,35 - 44,35,R&D,Master's Degree,Life Sciences,Male,Healthcare Representative,Married,Travel_Frequently,Yes,2,1199,18,3,80,3,2,3,5689,24594,1,14,3,4,2,10,4,10,2,0,2
1704,No,35 - 44,35,R&D,Master's Degree,Medical,Male,Research Scientist,Single,Travel_Frequently,Yes,2,146,2,1,79,2,1,4,4930,13970,0,14,3,3,0,6,4,5,4,1,4
1496,No,35 - 44,44,R&D,High School,Medical,Male,Manufacturing Director,Single,Travel_Frequently,Yes,2,1193,2,2,86,3,3,3,10209,19719,5,18,3,2,0,16,2,2,2,2,2
1539,No,45 - 54,50,R&D,Doctoral Degree,Medical,Male,Research Director,Single,Travel_Frequently,Yes,2,333,22,3,88,1,4,4,14411,24450,1,13,3,4,0,32,3,32,6,13,9
1753,No,25 - 34,29,R&D,Bachelor's Degree,Life Sciences,Male,Healthcare Representative,Single,Travel_Frequently,Yes,5,461,1,4,70,4,2,3,6294,23060,8,12,3,4,0,10,4,3,2,0,2
1927,No,25 - 34,28,Sales,Associates Degree,Life Sciences,Male,Sales Executive,Married,Travel_Frequently,Yes,2,783,1,3,42,2,2,4,6834,19255,1,12,3,3,1,7,3,7,7,0,7
1973,No,Over 55,55,HR,Master's Degree,Human Resources,Male,Manager,Married,Travel_Rarely,Yes,0,189,26,3,71,4,5,2,19636,25811,4,18,3,1,1,35,3,10,9,1,4
1460,No,45 - 54,45,R&D,Bachelor's Degree,Medical,Male,Healthcare Representative,Divorced,Travel_Rarely,Yes,2,1038,20,2,95,1,3,1,10851,19863,2,18,3,2,1,24,3,7,7,0,7
1789,No,45 - 54,46,R&D,Master's Degree,Medical,Male,Research Director,Divorced,Travel_Rarely,Yes,3,734,2,3,46,3,5,4,19328,14218,7,17,3,3,1,24,3,2,1,2,2
1998,No,35 - 44,42,R&D,Master's Degree,Life Sciences,Male,Research Scientist,Divorced,Travel_Rarely,Yes,3,557,18,4,35,3,2,1,5410,11189,6,17,3,3,1,9,2,4,3,1,2
1992,No,25 - 34,25,R&D,High School,Other,Male,Laboratory Technician,Divorced,Travel_Rarely,Yes,2,977,2,4,57,3,1,3,3977,7298,6,19,3,3,1,7,2,2,2,0,2
1448,No,35 - 44,41,R&D,Doctoral Degree,Medical,Male,Research Scientist,Married,Travel_Rarely,Yes,5,1283,5,2,90,4,1,3,2127,5561,2,12,3,1,0,7,2,4,2,0,3
1501,No,Over 55,55,R&D,Master's Degree,Life Sciences,Male,Healthcare Representative,Married,Travel_Rarely,Yes,2,1229,4,4,30,3,2,3,4035,16143,0,16,3,2,0,4,3,3,2,1,2
1766,No,35 - 44,38,R&D,Bachelor's Degree,Medical,Male,Healthcare Representative,Married,Travel_Rarely,Yes,2,833,18,2,60,1,2,4,5811,24539,3,16,3,3,1,15,3,1,0,1,0
1549,No,25 - 34,33,R&D,Master's Degree,Life Sciences,Male,Laboratory Technician,Married,Travel_Rarely,Yes,3,589,28,2,79,3,2,3,5207,22949,1,12,3,2,1,15,3,15,14,5,7
2053,No,25 - 34,29,R&D,Associates Degree,Other,Male,Laboratory Technician,Married,Travel_Rarely,Yes,2,1378,13,4,46,2,2,2,4025,23679,4,13,3,1,1,10,3,4,3,0,3
1790,No,35 - 44,36,R&D,Bachelor's Degree,Life Sciences,Male,Healthcare Representative,Married,Travel_Rarely,Yes,1,1383,10,4,90,3,3,1,8321,25949,7,13,3,4,1,15,3,12,8,5,7
2003,No,35 - 44,35,R&D,Master's Degree,Medical,Male,Laboratory Technician,Married,Travel_Rarely,Yes,3,1490,11,4,43,3,1,3,2660,20232,7,11,3,3,1,5,3,2,2,2,2
1465,No,45 - 54,45,R&D,Bachelor's Degree,Technical Degree,Male,Manufacturing Director,Married,Travel_Rarely,Yes,4,1448,29,2,55,3,3,4,9380,14720,4,18,3,4,2,10,4,3,1,1,2
1755,No,25 - 34,34,R&D,Master's Degree,Medical,Male,Research Scientist,Married,Travel_Rarely,Yes,3,181,2,4,97,4,1,4,2932,5586,0,14,3,1,3,6,3,5,0,1,2
1586,No,25 - 34,29,R&D,High School,Medical,Male,Laboratory Technician,Single,Travel_Rarely,Yes,3,1370,3,2,87,3,1,1,4723,16213,1,18,3,4,0,10,3,10,9,1,5
2020,No,35 - 44,44,R&D,Bachelor's Degree,Medical,Male,Research Scientist,Single,Travel_Rarely,Yes,2,1037,1,2,42,3,1,4,2436,13422,6,12,3,3,0,6,3,4,3,1,2
1515,No,25 - 34,33,R&D,Doctoral Degree,Life Sciences,Male,Healthcare Representative,Single,Travel_Rarely,Yes,6,516,8,4,69,3,2,3,6388,22049,2,17,3,1,0,14,3,0,0,0,0
1669,No,25 - 34,29,Sales,Bachelor's Degree,Medical,Male,Sales Executive,Divorced,Travel_Rarely,Yes,3,991,5,1,43,2,2,2,4187,3356,1,13,3,2,1,10,2,10,0,0,9
1732,No,45 - 54,46,Sales,Bachelor's Degree,Life Sciences,Male,Sales Executive,Divorced,Travel_Rarely,Yes,5,1277,2,3,74,3,3,4,10368,5596,4,12,3,2,1,13,2,10,6,0,3
1943,No,35 - 44,42,Sales,Master's Degree,Marketing,Male,Sales Executive,Divorced,Travel_Rarely,Yes,4,419,12,2,77,3,2,4,5087,2900,3,12,3,3,2,14,3,0,0,0,0
1535,No,25 - 34,34,Sales,Bachelor's Degree,Technical Degree,Male,Sales Executive,Married,Travel_Rarely,Yes,3,971,1,4,64,2,3,3,7083,12288,1,14,3,4,0,10,3,10,9,8,6
1591,No,45 - 54,50,Sales,Bachelor's Degree,Marketing,Male,Manager,Married,Travel_Rarely,Yes,2,264,9,3,59,3,5,3,19331,19519,4,16,3,3,1,27,3,1,0,0,0
1706,No,35 - 44,43,Sales,Bachelor's Degree,Medical,Male,Sales Executive,Married,Travel_Rarely,Yes,3,1179,2,4,73,3,2,4,7847,6069,1,17,3,1,1,10,3,10,9,8,8
1882,No,25 - 34,34,Sales,Bachelor's Degree,Life Sciences,Male,Sales Executive,Married,Travel_Rarely,Yes,3,1480,4,3,64,3,3,4,9713,24444,2,13,3,4,3,9,3,5,3,1,0
2021,No,Under 25,21,Sales,High School,Medical,Male,Sales Representative,Single,Travel_Rarely,Yes,6,501,5,3,58,3,1,1,2380,25479,1,11,3,4,0,2,3,2,2,1,2
1678,No,35 - 44,41,Sales,Associates Degree,Life Sciences,Male,Sales Executive,Single,Travel_Rarely,Yes,2,1206,23,4,80,3,3,3,7082,11591,3,16,3,4,0,21,3,2,0,0,2
1979,No,25 - 34,31,R&D,Bachelor's Degree,Medical,Female,Research Director,Married,Non-Travel,No,2,697,10,3,40,3,3,3,11031,26862,4,20,4,3,1,13,4,11,7,4,8
1845,No,45 - 54,45,Sales,Master's Degree,Life Sciences,Female,Sales Executive,Married,Non-Travel,No,3,589,2,3,67,3,2,3,5154,19665,4,22,4,2,2,10,4,8,7,5,7
1520,No,45 - 54,54,R&D,Master's Degree,Medical,Female,Manager,Divorced,Travel_Frequently,No,2,1050,11,2,87,3,4,4,16032,24456,3,20,4,1,1,26,3,14,9,1,12
1675,No,35 - 44,38,R&D,Bachelor's Degree,Medical,Female,Laboratory Technician,Single,Travel_Frequently,No,3,148,2,4,42,2,1,2,2440,23826,1,22,4,2,0,4,3,4,3,3,3
1736,No,25 - 34,31,R&D,High School,Technical Degree,Female,Manufacturing Director,Single,Travel_Frequently,No,3,163,24,4,30,3,2,4,5238,6670,2,20,4,4,0,9,2,5,4,1,4
1744,No,45 - 54,45,HR,Bachelor's Degree,Life Sciences,Female,Human Resources,Married,Travel_Rarely,No,2,176,4,3,56,1,3,3,9756,6595,4,21,4,3,2,9,4,5,0,0,3
1622,No,25 - 34,28,R&D,Bachelor's Degree,Medical,Female,Manufacturing Director,Divorced,Travel_Rarely,No,5,580,27,2,39,1,2,1,4877,20460,0,21,4,2,1,6,2,5,3,0,0
1581,No,25 - 34,26,R&D,Bachelor's Degree,Life Sciences,Female,Research Scientist,Married,Travel_Rarely,No,5,474,3,1,89,3,1,4,2061,11133,1,21,4,1,0,1,3,1,0,0,0
2034,No,35 - 44,41,R&D,Master's Degree,Life Sciences,Female,Manufacturing Director,Married,Travel_Rarely,No,3,582,28,1,60,2,4,2,13570,5640,0,23,4,3,1,21,3,20,7,0,10
1441,No,Over 55,56,R&D,Associates Degree,Life Sciences,Female,Research Scientist,Married,Travel_Rarely,No,3,1255,1,1,90,3,1,1,2066,10494,2,22,4,4,1,5,4,3,2,1,0
1665,No,45 - 54,54,R&D,Doctoral Degree,Medical,Female,Manager,Married,Travel_Rarely,No,6,584,22,2,91,3,4,3,17426,18685,3,25,4,3,1,36,3,10,8,4,7
1509,No,45 - 54,49,R&D,Associates Degree,Medical,Female,Laboratory Technician,Married,Travel_Rarely,No,3,271,3,3,43,2,2,1,4789,23070,4,25,4,1,1,10,3,3,2,1,2
1834,No,25 - 34,28,R&D,Bachelor's Degree,Medical,Female,Research Scientist,Married,Travel_Rarely,No,3,1217,1,3,67,3,1,1,3591,12719,1,25,4,3,1,3,3,3,2,1,2
1864,No,25 - 34,27,Sales,High School,Medical,Female,Sales Representative,Married,Travel_Rarely,No,5,728,23,2,36,2,2,3,3540,7018,1,21,4,4,1,9,3,9,8,5,8
1909,No,35 - 44,41,Sales,Bachelor's Degree,Marketing,Female,Sales Executive,Married,Travel_Rarely,No,3,337,8,3,54,3,2,2,4393,26841,5,21,4,3,1,14,3,5,4,1,4
1554,No,35 - 44,35,Sales,Master's Degree,Life Sciences,Female,Sales Representative,Married,Travel_Rarely,No,5,1402,28,2,98,2,1,3,2430,26204,0,23,4,1,2,6,3,5,3,4,2
2035,No,25 - 34,34,Sales,Bachelor's Degree,Marketing,Female,Sales Executive,Married,Travel_Rarely,No,2,704,28,4,95,2,2,3,6712,8978,1,21,4,4,2,8,3,8,7,1,7
2026,No,Over 55,56,R&D,Master's Degree,Life Sciences,Male,Healthcare Representative,Divorced,Non-Travel,No,2,667,1,3,57,3,2,3,6306,26236,1,21,4,1,1,13,2,13,12,1,9
1949,No,35 - 44,36,R&D,Master's Degree,Life Sciences,Male,Laboratory Technician,Married,Non-Travel,No,3,1351,9,1,66,4,1,2,2810,9238,1,22,4,2,0,5,3,5,4,0,2
1712,No,45 - 54,45,R&D,High School,Life Sciences,Male,Healthcare Representative,Married,Non-Travel,No,3,1238,1,3,74,2,3,3,10748,3395,3,23,4,4,1,25,2,23,15,14,4
1854,No,35 - 44,42,R&D,Master's Degree,Technical Degree,Male,Research Scientist,Married,Non-Travel,No,1,355,10,3,38,3,1,3,2936,6161,3,22,4,2,2,10,2,6,3,3,3
1693,No,25 - 34,26,R&D,Bachelor's Degree,Medical,Male,Laboratory Technician,Single,Non-Travel,No,5,786,7,4,76,3,1,4,2570,11925,1,20,4,3,0,7,3,7,7,5,7
1824,No,Over 55,58,Sales,Bachelor's Degree,Medical,Male,Manager,Divorced,Non-Travel,No,0,350,2,2,52,3,4,2,16291,22577,4,22,4,4,1,37,2,16,9,14,14
2036,No,35 - 44,36,Sales,Master's Degree,Marketing,Male,Sales Executive,Divorced,Non-Travel,No,4,301,15,4,88,1,2,4,5406,10436,1,24,4,1,1,15,2,15,12,11,11
1890,No,35 - 44,36,HR,High School,Human Resources,Male,Human Resources,Single,Travel_Frequently,No,2,1213,2,2,94,2,2,4,3886,4223,1,21,4,4,0,10,2,10,1,0,8
1970,No,25 - 34,33,R&D,Associates Degree,Life Sciences,Male,Healthcare Representative,Divorced,Travel_Frequently,No,2,1303,7,4,36,3,2,3,5968,18079,1,20,4,3,3,9,3,9,7,2,8
1956,No,25 - 34,31,R&D,Bachelor's Degree,Life Sciences,Male,Research Scientist,Married,Travel_Frequently,No,6,1125,1,4,48,1,2,1,5003,5771,1,21,4,2,0,10,3,10,8,8,7
1644,No,45 - 54,48,R&D,Doctoral Degree,Medical,Male,Manager,Married,Travel_Frequently,No,3,365,4,3,89,2,4,4,15202,5602,2,25,4,2,1,23,3,2,2,2,2
1849,No,35 - 44,43,Sales,Master's Degree,Life Sciences,Male,Sales Executive,Married,Travel_Frequently,No,5,1422,2,1,92,3,2,4,5675,19246,1,20,4,3,1,7,3,7,7,7,7
1499,No,25 - 34,30,HR,Bachelor's Degree,Life Sciences,Male,Human Resources,Divorced,Travel_Rarely,No,3,330,1,3,46,3,1,3,2064,15428,0,21,4,1,1,6,4,5,3,1,3
1697,No,Over 55,60,R&D,Master's Degree,Medical,Male,Healthcare Representative,Divorced,Travel_Rarely,No,2,370,1,3,92,1,3,4,10883,20467,3,20,4,3,1,19,4,1,0,0,0
1664,No,35 - 44,36,R&D,Associates Degree,Life Sciences,Male,Healthcare Representative,Divorced,Travel_Rarely,No,3,1040,3,4,79,4,2,1,6842,26308,6,20,4,1,1,13,3,5,4,0,4
1772,No,35 - 44,41,R&D,Master's Degree,Life Sciences,Male,Laboratory Technician,Divorced,Travel_Rarely,No,2,548,9,3,94,3,1,1,2289,20520,1,20,4,2,2,5,3,5,3,0,4
1768,No,35 - 44,42,R&D,Bachelor's Degree,Medical,Male,Laboratory Technician,Divorced,Travel_Rarely,No,6,855,12,2,57,3,1,2,2766,8952,8,22,4,2,3,7,2,5,3,0,4
1654,No,35 - 44,39,R&D,Bachelor's Degree,Medical,Male,Manufacturing Director,Married,Travel_Rarely,No,3,492,12,4,66,3,2,2,5295,7693,4,21,4,3,0,7,3,5,4,1,0
1936,No,35 - 44,39,R&D,Associates Degree,Medical,Male,Manufacturing Director,Married,Travel_Rarely,No,3,867,9,1,87,3,2,1,5151,12315,1,25,4,4,1,10,3,10,0,7,9
1873,No,Over 55,55,R&D,Master's Degree,Technical Degree,Male,Research Scientist,Married,Travel_Rarely,No,2,836,2,2,98,2,1,4,2662,7975,8,20,4,2,1,19,4,5,2,0,4
1483,No,Over 55,57,R&D,Associates Degree,Life Sciences,Male,Research Scientist,Married,Travel_Rarely,No,2,405,1,2,93,4,2,3,4900,2721,0,24,4,1,1,13,2,12,9,2,8
1666,No,35 - 44,43,R&D,Associates Degree,Life Sciences,Male,Research Director,Married,Travel_Rarely,No,3,1291,15,3,65,2,4,3,17603,3525,1,24,4,1,1,14,3,14,10,6,11
1999,No,35 - 44,41,R&D,Bachelor's Degree,Life Sciences,Male,Research Scientist,Married,Travel_Rarely,No,3,642,1,4,76,3,1,4,2782,21412,3,22,4,1,1,12,3,5,3,1,0
1546,No,45 - 54,45,R&D,Bachelor's Degree,Technical Degree,Male,Research Scientist,Married,Travel_Rarely,No,3,950,28,4,97,3,1,4,2132,4585,4,20,4,4,1,8,3,5,4,0,3
1993,No,45 - 54,47,R&D,Bachelor's Degree,Medical,Male,Healthcare Representative,Single,Travel_Rarely,No,3,1180,25,1,84,3,3,3,8633,13084,2,23,4,2,0,25,3,17,14,12,11
1800,No,35 - 44,39,R&D,High School,Medical,Male,Research Director,Single,Travel_Rarely,No,3,1253,10,3,65,3,3,3,13464,7914,7,21,4,3,0,9,3,4,3,2,2
1516,No,25 - 34,32,R&D,Bachelor's Degree,Medical,Male,Manager,Single,Travel_Rarely,No,5,495,10,3,64,3,3,4,11244,21072,2,25,4,2,0,10,4,5,2,0,0
1966,No,25 - 34,32,R&D,Master's Degree,Life Sciences,Male,Manufacturing Director,Single,Travel_Rarely,No,1,1373,5,4,56,2,2,4,9679,10138,8,24,4,2,0,8,3,1,0,0,0
1595,No,35 - 44,42,R&D,Associates Degree,Other,Male,Manager,Single,Travel_Rarely,No,2,1059,9,4,93,2,5,4,19613,26362,8,22,4,4,0,24,3,1,0,0,1
1578,No,Over 55,55,Sales,Doctoral Degree,Marketing,Male,Manager,Married,Travel_Rarely,No,3,685,26,3,60,2,5,4,19586,23037,1,21,4,3,1,36,3,36,6,2,13
1823,No,25 - 34,34,Sales,Associates Degree,Technical Degree,Male,Sales Executive,Married,Travel_Rarely,No,5,810,8,2,92,4,2,3,6799,22128,1,21,4,3,2,10,3,10,8,4,8
1950,No,25 - 34,34,Sales,Bachelor's Degree,Marketing,Male,Sales Executive,Single,Travel_Rarely,No,3,937,1,1,32,3,3,4,9888,6770,1,21,4,1,0,14,2,14,8,2,1
1775,No,45 - 54,53,R&D,Master's Degree,Medical,Female,Manufacturing Director,Married,Non-Travel,Yes,2,661,1,1,60,2,4,3,12965,22308,4,20,4,4,3,27,2,3,2,0,2
1681,No,25 - 34,33,Sales,Bachelor's Degree,Life Sciences,Female,Sales Executive,Divorced,Non-Travel,Yes,2,530,16,3,36,3,2,4,5368,16130,1,25,4,3,1,7,3,6,5,1,2
2017,No,35 - 44,37,R&D,Bachelor's Degree,Life Sciences,Female,Research Director,Married,Travel_Rarely,Yes,2,161,10,3,42,4,3,4,13744,15471,1,25,4,1,1,16,3,16,11,6,8
1423,No,Over 55,58,R&D,Bachelor's Degree,Medical,Female,Research Director,Married,Travel_Rarely,Yes,3,1055,1,4,76,3,5,1,19701,22456,3,21,4,3,1,32,3,9,8,1,5
